time,latitude,longitude,depth,mag,place
1987-03-22,-24.058,-70.142,40.2,6.1,"Antofagasta, Chile"
1987-04-01,-22.767,-66.205,248.7,7.0,"Jujuy, Argentina"
1987-05-19,-30.284,-71.484,36.4,6.2,"Coquimbo, Chile"
1987-06-27,-14.097,-75.979,61.0,6.2,near the coast of central Peru
1987-07-13,-15.332,-70.061,241.4,6.0,southern Peru
1987-08-08,-19.022,-69.991,69.7,7.2,"Tarapaca, Chile"
1987-08-13,-17.897,-70.931,36.5,6.6,southern Peru
1987-08-15,-28.135,-70.884,37.4,6.5,"Atacama, Chile"
1987-09-01,-23.052,-66.529,199.0,6.7,"Jujuy, Argentina"
1987-09-13,-34.333,-69.971,10.0,6.0,"Mendoza, Argentina"
1987-10-27,-28.676,-62.929,604.5,6.4,"Santiago Del Estero, Argentina"
1987-11-06,-22.801,-63.583,538.1,6.0,"Salta, Argentina"
1988-01-19,-24.710,-70.568,33.0,7.0,"Antofagasta, Chile"
1988-02-05,-24.753,-70.433,36.9,7.2,"Antofagasta, Chile"
1988-02-05,-24.893,-70.554,30.7,6.5,"near the coast of Antofagasta, Chile"
1988-02-06,-17.756,-66.958,285.2,6.5,"Oruro, Bolivia"
1988-02-22,-20.833,-69.785,70.3,6.7,"Tarapaca, Chile"
1988-03-09,-17.327,-74.154,32.3,6.0,off the coast of southern Peru
1988-03-30,-24.926,-70.461,40.9,6.2,"Antofagasta, Chile"
1988-04-12,-17.192,-72.305,33.1,7.1,near the coast of southern Peru
1988-04-13,-17.256,-72.518,16.1,6.2,near the coast of southern Peru
1988-05-21,-32.833,-71.704,42.1,6.1,"offshore Valparaiso, Chile"
1988-07-28,-22.062,-65.716,279.3,6.2,"Potosi, Bolivia"
1988-08-14,-27.260,-71.092,32.5,6.7,"offshore Atacama, Chile"
1988-08-17,-27.001,-70.948,38.5,6.1,"offshore Atacama, Chile"
1988-09-14,-23.424,-67.997,122.6,6.0,"Antofagasta, Chile"
1988-12-24,-23.522,-66.666,193.6,6.1,"Jujuy, Argentina"
1989-02-28,-23.113,-61.465,569.0,6.5,Argentina-Paraguay border region
1989-04-05,-20.857,-69.028,112.0,6.2,"Tarapaca, Chile"
1989-11-01,-20.995,-67.954,139.5,6.1,"Potosi, Bolivia"
1989-11-29,-15.808,-73.242,70.8,6.3,southern Peru
1990-04-21,-36.985,-73.303,11.9,6.3,"offshore Bio-Bio, Chile"
1990-05-14,-35.925,-71.415,75.9,6.2,"Maule, Chile"
1990-08-02,-31.620,-71.695,35.8,6.0,"offshore Coquimbo, Chile"
1990-10-10,-19.503,-66.618,266.0,6.6,"Potosi, Bolivia"
1991-04-05,-14.230,-75.511,50.0,6.3,near the coast of central Peru
1991-05-24,-16.506,-70.701,127.7,6.8,southern Peru
1991-06-23,-26.802,-63.349,558.0,7.3,"Santiago Del Estero, Argentina"
1991-07-01,-15.797,-75.016,21.4,6.0,near the coast of central Peru
1991-07-06,-13.108,-72.187,104.5,7.0,central Peru
1992-05-16,-13.672,-76.108,56.9,6.1,near the coast of central Peru
1992-05-18,-33.594,-72.018,29.5,6.1,"offshore Valparaiso, Chile"
1992-11-04,-31.565,-71.565,18.8,6.0,"Coquimbo, Chile"
1992-11-28,-31.330,-71.992,11.7,6.5,"offshore Coquimbo, Chile"
1993-01-05,-26.700,-70.920,29.0,6.4,"offshore Atacama, Chile"
1993-03-15,-26.708,-70.918,28.9,6.7,"offshore Atacama, Chile"
1993-03-19,-26.742,-70.966,29.3,6.0,"offshore Atacama, Chile"
1993-05-24,-23.238,-66.631,221.0,6.2,"Jujuy, Argentina"
1993-05-24,-22.671,-66.543,221.0,7.0,"Jujuy, Argentina"
1993-06-08,-31.560,-69.234,112.7,6.3,"San Juan, Argentina"
1993-07-11,-25.304,-70.166,47.5,6.6,"Antofagasta, Chile"
1993-10-19,-22.378,-65.971,272.0,6.0,"Jujuy, Argentina"
1994-01-10,-13.339,-69.446,596.0,6.9,southern Peru
1994-04-29,-28.299,-63.252,561.5,6.9,"Santiago Del Estero, Argentina"
1994-05-10,-28.501,-63.096,600.5,6.9,"Santiago Del Estero, Argentina"
1994-06-09,-13.841,-67.553,631.3,8.2,"La Paz, Bolivia"
1994-06-09,-14.365,-68.439,650.0,6.1,"La Paz, Bolivia"
1994-06-16,-15.250,-70.294,199.5,6.0,southern Peru
1994-08-19,-26.642,-63.421,563.6,6.5,"Santiago Del Estero, Argentina"
1994-09-12,-31.103,-71.706,40.0,6.0,"offshore Coquimbo, Chile"
1994-10-20,-39.187,-70.811,161.8,6.0,"Neuquen, Argentina"
1994-12-07,-23.422,-66.639,235.0,6.0,"Jujuy, Argentina"
1994-12-10,-23.534,-70.591,36.6,6.0,"near the coast of Antofagasta, Chile"
1994-12-12,-17.477,-69.598,148.2,6.3,Peru-Bolivia border region
1995-02-14,-23.366,-67.688,147.4,6.0,"Antofagasta, Chile"
1995-07-30,-23.340,-70.294,45.6,8.0,"Antofagasta, Chile"
1995-07-30,-23.982,-70.276,30.2,6.0,"Antofagasta, Chile"
1995-07-30,-23.347,-70.609,13.9,6.2,"near the coast of Antofagasta, Chile"
1995-08-02,-23.230,-70.677,33.0,6.0,"near the coast of Antofagasta, Chile"
1995-08-03,-23.062,-70.588,16.8,6.4,"near the coast of Antofagasta, Chile"
1995-11-01,-28.906,-71.417,19.9,6.7,"Atacama, Chile"
1996-02-19,-42.132,-75.283,7.6,6.0,"offshore Los Lagos, Chile"
1996-02-22,-33.672,-71.671,43.3,6.0,"offshore Valparaiso, Chile"
1996-04-19,-23.944,-70.093,49.5,6.6,"Antofagasta, Chile"
1996-09-09,-31.900,-71.560,39.0,6.0,"offshore Coquimbo, Chile"
1996-11-12,-14.993,-75.675,33.0,7.7,near the coast of central Peru
1996-11-13,-14.843,-75.692,33.0,6.1,near the coast of central Peru
1996-11-13,-15.474,-75.414,33.0,6.0,near the coast of central Peru
1997-01-23,-21.999,-65.719,276.2,7.1,"Potosi, Bolivia"
1997-02-09,-14.486,-76.276,33.0,6.1,near the coast of central Peru
1997-03-09,-29.815,-71.147,33.0,6.2,"Coquimbo, Chile"
1997-04-01,-18.298,-69.526,113.8,6.2,"Tarapaca, Chile"
1997-04-01,-18.351,-69.347,115.6,6.2,"Tarapaca, Chile"
1997-07-06,-30.058,-71.872,19.0,6.8,"offshore Coquimbo, Chile"
1997-07-20,-22.982,-66.301,256.1,6.1,"Jujuy, Argentina"
1997-07-21,-30.328,-71.917,33.0,6.0,"offshore Coquimbo, Chile"
1997-07-25,-30.462,-71.906,33.0,6.2,"offshore Coquimbo, Chile"
1997-07-25,-30.554,-72.016,33.0,6.1,"offshore Coquimbo, Chile"
1997-07-27,-30.517,-71.862,33.0,6.3,"offshore Coquimbo, Chile"
1997-10-15,-30.933,-71.220,58.0,7.1,"Coquimbo, Chile"
1997-11-03,-30.744,-71.224,45.0,6.2,"Coquimbo, Chile"
1997-11-28,-13.740,-68.788,586.0,6.7,"La Paz, Bolivia"
1998-01-12,-30.985,-71.410,34.8,6.6,"Coquimbo, Chile"
1998-01-30,-23.913,-70.207,42.0,7.1,"Antofagasta, Chile"
1998-04-01,-40.316,-74.874,9.0,6.7,"offshore Los Lagos, Chile"
1998-05-22,-17.731,-65.431,24.0,6.6,"Cochabamba, Bolivia"
1998-07-29,-32.312,-71.286,51.1,6.4,"Valparaiso, Chile"
1998-09-03,-29.450,-71.715,27.0,6.6,"offshore Coquimbo, Chile"
1998-10-08,-16.119,-71.404,136.2,6.2,southern Peru
1998-12-14,-38.214,-71.033,138.4,6.0,"Araucania, Chile"
1999-03-05,-34.673,-69.600,10.0,6.0,"Mendoza, Argentina"
1999-04-03,-16.660,-72.662,87.2,6.8,near the coast of southern Peru
1999-08-22,-40.509,-74.756,33.0,6.4,"offshore Los Lagos, Chile"
1999-09-15,-20.934,-67.275,218.0,6.4,"Potosi, Bolivia"
1999-09-29,-30.738,-71.993,33.0,6.0,"offshore Coquimbo, Chile"
1999-11-30,-18.901,-69.171,128.1,6.6,"Tarapaca, Chile"
2000-01-08,-23.169,-70.122,36.0,6.4,"Antofagasta, Chile"
2000-04-23,-28.307,-62.990,608.5,7.0,"Santiago Del Estero, Argentina"
2000-04-23,-28.384,-62.943,609.8,6.1,"Santiago Del Estero, Argentina"
2000-05-12,-23.548,-66.452,225.0,7.2,"Jujuy, Argentina"
2000-06-16,-33.877,-70.088,120.2,6.4,"Region Metropolitana, Chile"
2000-11-29,-24.869,-70.886,58.2,6.3,"near the coast of Antofagasta, Chile"
2000-12-20,-39.008,-74.662,11.0,6.5,"off the coast of Los Lagos, Chile"
2001-03-15,-32.321,-71.492,37.0,6.0,"offshore Valparaiso, Chile"
2001-04-09,-32.668,-73.109,11.0,6.7,"off the coast of Valparaiso, Chile"
2001-06-19,-22.739,-67.877,146.6,6.0,"Potosi, Bolivia"
2001-06-23,-16.265,-73.641,33.0,8.4,near the coast of southern Peru
2001-06-23,-17.181,-72.641,33.0,6.1,near the coast of southern Peru
2001-06-26,-17.745,-71.649,24.0,6.7,near the coast of southern Peru
2001-06-29,-19.522,-66.254,273.9,6.1,"Potosi, Bolivia"
2001-07-04,-17.003,-65.711,33.0,6.2,"Cochabamba, Bolivia"
2001-07-05,-16.086,-73.987,62.0,6.6,near the coast of southern Peru
2001-07-07,-17.543,-72.077,33.0,7.6,near the coast of southern Peru
2001-07-24,-19.448,-69.255,33.0,6.4,"Tarapaca, Chile"
2002-03-28,-21.663,-68.329,125.1,6.5,"Antofagasta, Chile"
2002-04-01,-29.670,-71.384,71.0,6.4,"offshore Coquimbo, Chile"
2002-04-18,-27.535,-70.586,62.0,6.7,"Atacama, Chile"
2002-05-23,-30.749,-71.197,52.1,6.0,"Coquimbo, Chile"
2002-05-28,-28.937,-66.797,22.2,6.0,"La Rioja, Argentina"
2002-06-18,-30.805,-71.124,54.0,6.6,"Coquimbo, Chile"
2002-09-24,-31.519,-69.200,119.6,6.3,"San Juan, Argentina"
2003-06-03,-17.360,-72.807,33.0,6.0,near the coast of southern Peru
2003-06-20,-30.608,-71.637,33.0,6.8,"Coquimbo, Chile"
2003-07-27,-20.134,-65.185,345.3,6.0,"Chuquisaca, Bolivia"
2004-03-17,-21.118,-65.586,289.8,6.1,"Potosi, Bolivia"
2004-05-03,-37.695,-73.406,21.0,6.6,"Bio-Bio, Chile"
2004-06-15,-38.854,-73.155,37.8,6.1,"Araucania, Chile"
2004-08-28,-35.173,-70.525,5.0,6.5,"Maule, Chile"
2004-09-07,-28.573,-65.840,22.3,6.4,"Catamarca, Argentina"
2004-11-12,-26.705,-63.319,568.7,6.1,"Santiago Del Estero, Argentina"
2005-03-21,-24.983,-63.470,579.1,6.9,"Salta, Argentina"
2005-03-21,-24.725,-63.507,570.1,6.4,"Salta, Argentina"
2005-06-02,-24.221,-67.003,196.2,6.1,"Salta, Argentina"
2005-06-13,-19.987,-69.197,115.6,7.8,"Tarapaca, Chile"
2005-11-17,-22.361,-67.895,147.0,6.8,"Potosi, Bolivia"
2006-04-15,-29.772,-72.003,19.8,6.0,"offshore Coquimbo, Chile"
2006-04-30,-27.017,-71.022,12.0,6.7,"offshore Atacama, Chile"
2006-04-30,-27.211,-71.056,12.0,6.5,"offshore Atacama, Chile"
2006-07-16,-28.715,-72.543,10.0,6.2,"off the coast of Atacama, Chile"
2006-08-25,-24.403,-67.028,184.0,6.6,"Salta, Argentina"
2006-09-12,-28.944,-68.898,114.0,6.0,"La Rioja, Argentina"
2006-09-17,-31.733,-67.145,137.0,6.2,"San Juan, Argentina"
2006-09-22,-26.868,-63.149,598.3,6.0,"Santiago Del Estero, Argentina"
2006-09-30,-15.588,-73.160,107.0,6.0,southern Peru
2006-10-12,-31.256,-71.368,31.0,6.4,"Coquimbo, Chile"
2006-10-20,-13.457,-76.677,23.0,6.7,near the coast of central Peru
2006-10-26,-13.371,-76.618,28.1,6.0,near the coast of central Peru
2006-11-13,-26.052,-63.283,572.0,6.8,"Santiago Del Estero, Argentina"
2007-04-02,-45.382,-73.058,4.9,6.1,"Aisen, Chile"
2007-04-21,-45.243,-72.648,36.7,6.2,"Aisen, Chile"
2007-07-21,-22.151,-65.777,289.5,6.4,"Jujuy, Argentina"
2007-08-15,-13.386,-76.603,39.0,8.0,near the coast of central Peru
2007-08-16,-14.282,-76.127,23.4,6.4,near the coast of central Peru
2007-08-16,-14.286,-76.214,35.0,6.0,near the coast of central Peru
2007-08-18,-13.805,-76.291,30.0,6.0,near the coast of central Peru
2007-11-14,-22.247,-69.890,40.0,7.7,"Antofagasta, Chile"
2007-11-15,-22.867,-70.407,27.0,6.3,"near the coast of Antofagasta, Chile"
2007-11-15,-22.925,-70.237,26.0,6.8,"Antofagasta, Chile"
2007-11-18,-22.643,-66.323,246.4,6.0,"Jujuy, Argentina"
2007-11-20,-22.917,-70.483,15.0,6.1,"near the coast of Antofagasta, Chile"
2007-12-13,-23.157,-70.479,15.0,6.0,"Antofagasta, Chile"
2007-12-13,-23.202,-70.549,16.0,6.2,"Antofagasta, Chile"
2007-12-16,-22.954,-70.182,45.0,6.7,"Antofagasta, Chile"
2008-02-04,-20.166,-70.037,35.0,6.3,"Tarapaca, Chile"
2008-02-16,-21.346,-68.385,130.1,6.1,"Antofagasta, Chile"
2008-03-24,-20.043,-68.963,120.0,6.2,"Tarapaca, Chile"
2008-07-08,-15.986,-71.748,123.0,6.2,southern Peru
2008-09-03,-26.736,-63.225,569.6,6.3,"Santiago Del Estero, Argentina"
2008-10-12,-20.123,-64.971,352.7,6.2,"Chuquisaca, Bolivia"
2008-12-18,-32.458,-71.726,18.0,6.2,"offshore Valparaiso, Chile"
2008-12-18,-32.473,-72.051,25.0,6.0,"offshore Valparaiso, Chile"
2009-02-02,-13.582,-76.558,21.0,6.0,near the coast of central Peru
2009-04-17,-19.584,-70.483,25.0,6.1,"near the coast of Tarapaca, Chile"
2009-07-12,-15.041,-70.445,198.9,6.1,southern Peru
2009-11-13,-19.394,-70.321,27.0,6.5,"near the coast of Tarapaca, Chile"
2009-11-14,-22.965,-66.641,220.4,6.2,"Jujuy, Argentina"
2010-02-27,-36.122,-72.898,22.9,8.8,"offshore Bio-Bio, Chile"
2010-02-27,-31.663,-69.141,39.8,6.0,"San Juan, Argentina"
2010-02-27,-34.867,-72.614,35.0,6.2,"offshore Maule, Chile"
2010-02-27,-33.878,-71.943,35.0,6.0,"offshore Valparaiso, Chile"
2010-02-27,-36.869,-72.673,35.0,6.0,"Bio-Bio, Chile"
2010-02-27,-37.773,-75.048,35.0,7.4,"off the coast of Bio-Bio, Chile"
2010-02-27,-34.749,-72.427,35.0,6.1,"offshore Maule, Chile"
2010-02-27,-37.878,-73.545,20.0,6.0,"offshore Bio-Bio, Chile"
2010-02-27,-33.281,-71.955,35.0,6.0,"offshore Valparaiso, Chile"
2010-02-27,-24.872,-65.602,10.0,6.3,"Salta, Argentina"
2010-02-27,-36.354,-73.208,19.0,6.1,"offshore Bio-Bio, Chile"
2010-02-27,-33.422,-71.828,31.1,6.2,"offshore Valparaiso, Chile"
2010-02-27,-34.700,-71.827,35.0,6.0,"Libertador General Bernardo O'Higgins, Chile"
2010-02-28,-34.903,-71.617,46.0,6.2,"Maule, Chile"
2010-03-03,-36.610,-73.360,20.0,6.1,"offshore Bio-Bio, Chile"
2010-03-04,-33.216,-72.125,24.2,6.0,"offshore Valparaiso, Chile"
2010-03-04,-22.227,-68.328,114.0,6.3,"Antofagasta, Chile"
2010-03-05,-36.631,-73.223,29.9,6.1,"offshore Bio-Bio, Chile"
2010-03-05,-36.665,-73.374,18.0,6.6,"offshore Bio-Bio, Chile"
2010-03-11,-34.290,-71.891,11.0,6.9,"Libertador General Bernardo O'Higgins, Chile"
2010-03-11,-34.326,-71.799,18.0,7.0,"Libertador General Bernardo O'Higgins, Chile"
2010-03-11,-34.470,-72.004,31.5,6.0,"Libertador General Bernardo O'Higgins, Chile"
2010-03-15,-35.802,-73.158,14.0,6.2,"offshore Maule, Chile"
2010-03-16,-36.217,-73.257,18.0,6.7,"offshore Bio-Bio, Chile"
2010-03-26,-27.953,-70.821,42.0,6.3,"Atacama, Chile"
2010-03-28,-35.387,-73.385,29.9,6.0,"offshore Maule, Chile"
2010-04-02,-36.227,-72.878,24.0,6.0,"offshore Bio-Bio, Chile"
2010-04-23,-37.529,-72.969,32.0,6.0,"Bio-Bio, Chile"
2010-05-03,-38.072,-73.454,19.0,6.3,"Bio-Bio, Chile"
2010-05-06,-18.058,-70.547,37.0,6.2,"near the coast of Tarapaca, Chile"
2010-05-23,-13.928,-74.352,101.4,6.1,central Peru
2010-07-12,-22.146,-68.216,115.0,6.3,"Antofagasta, Chile"
2010-07-14,-38.067,-73.310,22.0,6.6,"Bio-Bio, Chile"
2010-09-09,-37.034,-73.412,16.0,6.2,"offshore Bio-Bio, Chile"
2011-01-01,-26.803,-63.136,576.8,7.0,"Santiago Del Estero, Argentina"
2011-01-02,-38.355,-73.326,24.0,7.2,"Araucania, Chile"
2011-02-11,-36.422,-72.960,26.0,6.9,"offshore Bio-Bio, Chile"
2011-02-12,-37.027,-72.954,16.0,6.1,"Bio-Bio, Chile"
2011-02-13,-36.649,-73.176,17.0,6.0,"offshore Bio-Bio, Chile"
2011-02-14,-35.380,-72.834,21.0,6.7,"offshore Maule, Chile"
2011-03-06,-18.021,-69.362,118.0,6.3,"Tarapaca, Chile"
2011-06-01,-37.578,-73.691,21.0,6.3,"offshore Bio-Bio, Chile"
2011-06-20,-21.701,-68.228,128.0,6.4,"Antofagasta, Chile"
2011-07-16,-33.819,-71.832,20.0,6.0,"offshore Valparaiso, Chile"
2011-09-02,-28.398,-63.029,578.9,6.7,"Santiago Del Estero, Argentina"
2011-10-28,-14.438,-75.966,24.0,6.9,near the coast of central Peru
2011-11-22,-15.364,-65.090,549.9,6.6,"Beni, Bolivia"
2011-12-07,-27.899,-70.918,20.0,6.1,"Atacama, Chile"
2012-01-23,-36.409,-73.030,20.0,6.1,"offshore Bio-Bio, Chile"
2012-01-30,-14.168,-75.635,43.0,6.4,near the coast of central Peru
2012-03-05,-28.246,-63.294,553.9,6.1,"Santiago Del Estero, Argentina"
2012-03-25,-35.200,-72.217,40.7,7.1,"Maule, Chile"
2012-04-17,-32.625,-71.365,29.0,6.7,"Valparaiso, Chile"
2012-05-14,-17.678,-69.591,105.9,6.2,"Tarapaca, Chile"
2012-05-28,-28.043,-63.094,586.9,6.7,"Santiago Del Estero, Argentina"
2012-06-07,-36.074,-70.570,8.0,6.0,"Maule, Chile"
2012-06-07,-15.877,-72.413,110.0,6.1,southern Peru
2012-11-14,-29.118,-71.190,63.0,6.1,"Coquimbo, Chile"
2013-01-30,-28.094,-70.653,45.0,6.8,"56km NNE of Vallenar, Chile"
2013-02-22,-27.932,-63.097,575.2,6.1,"23km ESE of Suncho Corral, Argentina"
2013-07-17,-15.657,-71.740,7.0,6.0,"18km W of Chivay, Peru"
2013-09-25,-15.839,-74.511,40.0,7.1,"46km SSE of Acari, Peru"
2013-10-30,-35.314,-73.395,41.5,6.2,"88km W of Constitucion, Chile"
2013-10-31,-30.292,-71.522,27.0,6.6,"41km SSW of Coquimbo, Chile"
2014-03-15,-14.085,-76.311,20.0,6.1,"24km S of Paracas, Peru"
2014-03-16,-19.981,-70.702,20.0,6.7,"64km WNW of Iquique, Chile"
2014-03-17,-20.017,-70.884,21.0,6.4,"80km WNW of Iquique, Chile"
2014-03-22,-19.763,-70.874,20.0,6.2,"91km WNW of Iquique, Chile"
2014-03-23,-19.690,-70.854,21.0,6.3,"94km NW of Iquique, Chile"
2014-04-01,-19.610,-70.769,25.0,8.2,"94km NW of Iquique, Chile"
2014-04-01,-19.893,-70.946,28.4,6.9,"91km WNW of Iquique, Chile"
2014-04-03,-20.311,-70.576,24.1,6.5,"46km WSW of Iquique, Chile"
2014-04-03,-20.571,-70.493,22.4,7.7,"53km SW of Iquique, Chile"
2014-04-03,-20.797,-70.587,25.0,6.4,"78km SW of Iquique, Chile"
2014-04-04,-20.643,-70.654,13.7,6.3,"70km SW of Iquique, Chile"
2014-04-11,-20.659,-70.647,13.8,6.2,"72km SW of Iquique, Chile"
2014-08-23,-32.695,-71.442,32.0,6.4,"23km WNW of Hacienda La Calera, Chile"
2014-08-24,-14.598,-73.571,101.0,6.8,"43km ENE of Tambo, Peru"
2014-09-24,-23.801,-66.632,224.0,6.2,"56km NW of San Antonio de los Cobres, Argentina"
2015-02-02,-32.718,-67.123,172.0,6.3,"91km NW of La Punta, Argentina"
2015-02-11,-23.113,-66.688,223.0,6.7,"102km W of El Aguilar, Argentina"
2015-03-18,-36.117,-73.522,13.0,6.2,"75km NNW of Talcahuano, Chile"
2015-03-23,-18.353,-69.166,130.0,6.4,"45km ESE of Putre, Chile"
2015-06-10,-22.400,-68.432,124.0,6.0,"52km E of Calama, Chile"
2015-06-20,-36.360,-73.812,11.0,6.4,"73km WNW of Talcahuano, Chile"
2015-09-16,-31.573,-71.674,22.4,8.3,"48km W of Illapel, Chile"
2015-09-16,-31.618,-71.745,26.7,6.4,"55km W of Illapel, Chile"
2015-09-16,-31.750,-71.743,19.1,6.1,"56km WSW of Illapel, Chile"
2015-09-16,-31.600,-71.919,35.0,6.1,"71km W of Illapel, Chile"
2015-09-16,-31.562,-71.426,28.4,7.0,"25km WNW of Illapel, Chile"
2015-09-17,-31.104,-71.650,42.3,6.4,"70km SW of Ovalle, Chile"
2015-09-17,-31.424,-71.688,27.0,6.5,"54km WNW of Illapel, Chile"
2015-09-17,-31.517,-71.804,23.0,6.7,"61km WNW of Illapel, Chile"
2015-09-18,-32.368,-72.229,8.0,6.2,"93km NW of Valparaiso, Chile"
2015-09-19,-29.641,-72.077,6.0,6.1,"78km WNW of Coquimbo, Chile"
2015-09-19,-32.334,-72.063,18.0,6.2,"79km W of La Ligua, Chile"
2015-09-21,-31.576,-71.743,30.0,6.1,"55km W of Illapel, Chile"
2015-09-21,-31.728,-71.379,35.0,6.6,"22km WSW of Illapel, Chile"
2015-09-22,-31.444,-71.265,58.0,6.0,"22km NNW of Illapel, Chile"
2015-09-26,-30.815,-71.322,46.0,6.3,"26km SSW of Ovalle, Chile"
2015-11-07,-29.467,-72.295,13.0,6.2,"106km WNW of Coquimbo, Chile"
2015-11-07,-30.885,-71.460,46.0,6.8,"40km SW of Ovalle, Chile"
2015-11-11,-29.507,-72.007,12.0,6.9,"81km NW of Coquimbo, Chile"
2015-11-11,-29.510,-72.059,10.0,6.9,"84km NW of Coquimbo, Chile"
2015-11-27,-24.828,-70.601,34.0,6.2,"64km N of Taltal, Chile"
